population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2012,176579.4488633736,178974.51111465922,174060.6072505455
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2013,273707.68897329795,277322.7081624432,269981.48682886944
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2013,175099.49291162193,177412.13538527512,172715.72317382958
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2014,274928.0611272811,278706.216032243,271378.02158712107
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2014,178608.07693666616,181062.56986538786,176301.78003587964
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2015,262802.9804619993,266367.5071509715,259056.84042173217
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2015,186837.81983211942,189371.99350903198,184174.5294969836
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2016,239531.72324959876,242531.47447197675,236340.14819324523
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2016,200969.6902571529,203486.51377360057,198291.9244823062
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2017,211911.51792617876,214844.1019213915,208780.82717204015
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2017,219725.01336104158,222765.72612567272,216478.8893442148
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2018,200619.01294984974,203549.5238183562,197906.02267860825
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2018,238870.77676774454,242360.04429624867,235640.50420321553
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2019,230282.6467669937,233272.46953923305,226963.66105716722
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2019,264846.09084677155,268284.6602946617,261028.95393626322
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2007,187506.37513244545,189964.38526083998,185056.52525621673
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2007,166294.18349300505,168474.12423918064,164121.479847275
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2008,201698.5993254037,204445.0171088289,199019.4409940061
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2008,170712.53892509374,173037.03673680712,168444.96779438245
